pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
18,0.2572724847,0.214037897,0.2129703763,0.3157192421,0.0973802544,-0.1997360396,-0.3606242933,0.3941057599,0.0968027144,-0.2003135797,-0.3612018334,0.3935282199
19,0.2858286629,0.2580731252,0.2735521751,0.1825460368,0.2492336829,0.0701776134,0.0005389649,-0.3962760836,0.2486561429,0.0696000733,-3.85751955407378E-05,-0.3968536236
20,0.2698158527,0.2297838271,0.1491860155,0.3512143048,0.1660582001,-0.0973250387,-0.8741647567,0.5478151753,0.16548066,-0.0979025787,-0.8747422967,0.5472376352
21,0.2329863891,0.2570056045,0.2116359754,0.298372031,-0.0456712382,0.0641975217,-0.3696921738,0.3125758744,-0.0462487782,0.0636199817,-0.3702697139,0.3119983344
22,0.2884974646,0.2511342407,0.2786228983,0.1817453963,0.2626417259,0.0308564466,0.027036767,-0.4026176104,0.2620641859,0.0302789066,0.026459227,-0.4031951505
23,0.2759540966,0.2204430211,0.1619962637,0.3416066186,0.1985113885,-0.1571964947,-0.7553165233,0.5077994964,0.1979338485,-0.1577740347,-0.7558940633,0.5072219564
24,0.2367227115,0.259407526,0.2153722978,0.2884974646,-0.0227187875,0.0776180375,-0.3444443663,0.2640222093,-0.0232963276,0.0770404975,-0.3450219063,0.2634446692
25,0.2730184147,0.248465439,0.3127835602,0.1657325861,0.1830813479,0.0154428915,0.1938876249,-0.5356791402,0.1825038079,0.0148653514,0.1933100848,-0.5362566803
26,0.2540699226,0.2340539098,0.1766746731,0.3352014945,0.0793086815,-0.0707614336,-0.6301818227,0.4804921505,0.0787311415,-0.0713389737,-0.6307593628,0.4799146104
27,0.217240459,0.2546036829,0.2441953563,0.2839605017,-0.1466240975,0.0506509899,-0.1632412964,0.2411538371,-0.1472016376,0.0500734499,-0.1638188364,0.240576297
28,0.2538030424,0.2508673606,0.3197224446,0.1756071524,0.0777924491,0.0293224805,0.2255429632,-0.4521848247,0.077214909,0.0287449404,0.2249654232,-0.4527623648
29,0.2407259141,0.2367227115,0.1820122765,0.3405390979,0.0014745414,-0.0544041718,-0.5872413005,0.5032840153,0.0008970014,-0.0549817118,-0.5878188406,0.5027064753
30,0.1988257272,0.2716840139,0.2602081665,0.2692820923,-0.2744124665,0.14432738,-0.0716108209,0.1645818607,-0.2749900065,0.1437498399,-0.072188361,0.1640043206
31,0.2420603149,0.256204964,0.3285294903,0.1732052309,0.0094496587,0.0596961295,0.2647458169,-0.4720539304,0.0088721187,0.0591185895,0.2641682769,-0.4726314705
32,0.2353883106,0.2385908727,0.173472111,0.3525487056,-0.0308742363,-0.0430634449,-0.6565733216,0.5532861528,-0.0314517763,-0.043640985,-0.6571508617,0.5527086128
33,0.1940218842,0.2620763277,0.2783560181,0.2655457699,-0.3096975279,0.0923847482,0.025654213,0.144424117,-0.3102750679,0.0918072082,0.0250766729,0.1438465769
34,0.239124633,0.2567387243,0.3365358954,0.1676007473,-0.0081541598,0.0626986177,0.2994833308,-0.5195078495,-0.0087316998,0.0621210776,0.2989057907,-0.5200853896
35,0.2348545503,0.2313851081,0.1873498799,0.3464104617,-0.0341493683,-0.0873062829,-0.5455420092,0.5279460696,-0.0347269083,-0.0878838229,-0.5461195493,0.5273685295
