pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
20,0.2826086957,0.2694099379,0.2057453416,0.2422360248,0.1225154736,0.0557373511,-0.3525564342,0.1487801559,0.1208353164,0.0540571939,-0.3542365915,0.1470999986
21,0.1700310559,0.2927018634,0.3128881988,0.224378882,-0.610492107,0.1753662118,0.2522310448,0.0383036195,-0.6121722642,0.1736860546,0.2505508876,0.0366234623
22,0.2321428571,0.2779503106,0.326863354,0.1630434783,-0.1612774924,0.1007612758,0.3152714394,-0.4223765453,-0.1629576496,0.0990811185,0.3135912821,-0.4240567026
23,0.2608695652,0.2554347826,0.2344720497,0.2492236025,0.0070382562,-0.0211107277,-0.1640002444,0.1898074242,0.0053580989,-0.022790885,-0.1656804016,0.1881272669
24,0.1529503106,0.3074534161,0.3517080745,0.1878881988,-0.7632273471,0.2463021186,0.4209622563,-0.2177588257,-0.7649075044,0.2446219614,0.4192820991,-0.2194389829
25,0.2546583851,0.2360248447,0.349378882,0.1599378882,-0.0277271619,-0.135126988,0.4113762075,-0.4501215358,-0.0294073192,-0.1368071453,0.4096960503,-0.451801693
26,0.2616459627,0.2507763975,0.2305900621,0.2569875776,0.0113256146,-0.0476641468,-0.1880858629,0.2340653439,0.0096454573,-0.049344304,-0.1897660202,0.2323851866
27,0.1583850932,0.3074534161,0.3159937888,0.2181677019,-0.7128538246,0.2463021186,0.2664800006,-0.0021957427,-0.7145339819,0.2446219614,0.2647998433,-0.0038759
28,0.2251552795,0.2399068323,0.3462732919,0.1886645963,-0.2053700765,-0.1115914735,0.3984949162,-0.2118095593,-0.2070502338,-0.1132716308,0.396814759,-0.2134897166
29,0.2577639752,0.248447205,0.2336956522,0.2600931677,-0.0102397352,-0.0611264066,-0.1687853069,0.2513952224,-0.0119198925,-0.0628065638,-0.1704654642,0.2497150651
30,0.1552795031,0.3183229814,0.3260869565,0.200310559,-0.7414229768,0.2964255981,0.311840534,-0.1253948075,-0.7431031341,0.2947454408,0.3101603767,-0.1270749648
31,0.2321428571,0.251552795,0.3618012422,0.1545031056,-0.1612774924,-0.0432044986,0.461781161,-0.4999974424,-0.1629576496,-0.0448846558,0.4601010037,-0.5016775997
32,0.2569875776,0.2678571429,0.224378882,0.2507763975,-0.0145917598,0.0473980502,-0.2274793012,0.1987682917,-0.016271917,0.0457178929,-0.2291594585,0.1970881345
33,0.1669254658,0.3035714286,0.3229813665,0.2065217391,-0.637086317,0.2279702959,0.2980347344,-0.0813396275,-0.6387664742,0.2262901386,0.2963545772,-0.0830197847
34,0.2313664596,0.2546583851,0.3454968944,0.1684782609,-0.1661106461,-0.0255024968,0.3952565422,-0.3750708305,-0.1677908034,-0.0271826541,0.3935763849,-0.3767509878
35,0.2694099379,0.2647515528,0.2127329193,0.2531055901,0.053512686,0.0305734276,-0.3043729007,0.2121060913,0.0518325287,0.0288932703,-0.306053058,0.210425934
