pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
20,0.2895962733,0.2663043478,0.200310559,0.2437888199,0.1577526537,0.0390102647,-0.3911777283,0.1579986859,0.1560724964,0.0373301075,-0.3928578855,0.1563185287
21,0.1723602484,0.2942546584,0.3159937888,0.2173913043,-0.5908633002,0.1829995367,0.2664800006,-0.007339046,-0.5925434575,0.1813193795,0.2647998433,-0.0090192033
22,0.2414596273,0.275621118,0.3291925466,0.1537267081,-0.1045083964,0.0886207129,0.3255154709,-0.5072654429,-0.1061885537,0.0869405557,0.3238353136,-0.5089456001
23,0.2616459627,0.2569875776,0.2406832298,0.2406832298,0.0113256146,-0.0123670946,-0.1262805784,0.1395023423,0.0096454573,-0.0140472519,-0.1279607357,0.1378221851
24,0.1560559006,0.325310559,0.3361801242,0.1824534161,-0.7342274754,0.3277519322,0.355818231,-0.2601051164,-0.7359076327,0.326071775,0.3541380738,-0.2617852737
25,0.248447205,0.2414596273,0.347826087,0.1622670807,-0.0633510717,-0.1022837313,0.4049499384,-0.4292629309,-0.0650312289,-0.1039638886,0.4032697811,-0.4309430881
26,0.2787267081,0.2585403727,0.2104037267,0.2523291925,0.1025608673,-0.0036761344,-0.3202559423,0.207673845,0.10088071,-0.0053562916,-0.3219360996,0.2059936877
27,0.1599378882,0.3097826087,0.3128881988,0.2173913043,-0.6987786394,0.2571904348,0.2522310448,-0.007339046,-0.7004587966,0.2555102775,0.2505508876,-0.0090192033
28,0.2212732919,0.2492236025,0.352484472,0.1770186335,-0.2304610575,-0.0566250143,0.4241435036,-0.3037320488,-0.2321412148,-0.0583051716,0.4224633463,-0.3054122061
29,0.2554347826,0.2585403727,0.2329192547,0.2531055901,-0.0233353928,-0.0036761344,-0.1735862932,0.2121060913,-0.0250155501,-0.0053562916,-0.1752664505,0.210425934
30,0.1576086957,0.3159937888,0.3322981366,0.1940993789,-0.7199432494,0.2858304828,0.3390620027,-0.1708377783,-0.7216234066,0.2841503255,0.3373818454,-0.1725179356
31,0.2251552795,0.2593167702,0.3532608696,0.1622670807,-0.2053700765,0.000649791,0.4273177514,-0.4292629309,-0.2070502338,-0.0010303662,0.4256375941,-0.4309430881
32,0.2608695652,0.2616459627,0.227484472,0.25,0.0070382562,0.0135502797,-0.2076481293,0.1942948152,0.0053580989,0.0118701225,-0.2093282865,0.1926146579
33,0.1708074534,0.3043478261,0.3222049689,0.2026397516,-0.603919453,0.2316553427,0.2945625425,-0.1087160664,-0.6055996103,0.2299751854,0.2928823853,-0.1103962237
34,0.2422360248,0.2694099379,0.326863354,0.1614906832,-0.0998769477,0.0557373511,0.3152714394,-0.4361823448,-0.101557105,0.0540571939,0.3135912821,-0.4378625021
35,0.2826086957,0.2577639752,0.2135093168,0.2461180124,0.1225154736,-0.0080150701,-0.2991171753,0.1717169672,0.1208353164,-0.0096952274,-0.3007973326,0.1700368099
