pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
20,0.2826086957,0.2763975155,0.2034161491,0.2375776398,0.1225154736,0.0926789295,-0.3689819822,0.1207657797,0.1208353164,0.0909987722,-0.3706621394,0.1190856225
21,0.174689441,0.3035714286,0.3144409938,0.2072981366,-0.5714979753,0.2279702959,0.2593731141,-0.0759261313,-0.5731781326,0.2262901386,0.2576929568,-0.0776062885
22,0.2399068323,0.2732919255,0.3330745342,0.1537267081,-0.1138161387,0.0763771172,0.3424288538,-0.5072654429,-0.1154962959,0.0746969599,0.3407486965,-0.5089456001
23,0.274068323,0.2577639752,0.225931677,0.2422360248,0.0782452067,-0.0080150701,-0.2175296408,0.1487801559,0.0765650494,-0.0096952274,-0.2192097981,0.1470999986
24,0.1645962733,0.3113354037,0.3400621118,0.1840062112,-0.657358712,0.264403925,0.3723820759,-0.2478788141,-0.6590388693,0.2627237677,0.3707019186,-0.2495589713
25,0.2375776398,0.2461180124,0.352484472,0.1638198758,-0.1278913239,-0.0747154713,0.4241435036,-0.4155228742,-0.1295714811,-0.0763956286,0.4224633463,-0.4172030315
26,0.2717391304,0.2453416149,0.222826087,0.2600931677,0.0659319453,-0.0792737533,-0.237498057,0.2513952224,0.064251788,-0.0809539105,-0.2391782143,0.2497150651
27,0.1614906832,0.3027950311,0.3175465839,0.2181677019,-0.6848394484,0.2242758123,0.2735520492,-0.0021957427,-0.6865196057,0.222595655,0.271871892,-0.0038759
28,0.2197204969,0.2569875776,0.3400621118,0.1832298137,-0.2406209237,-0.0123670946,0.3723820759,-0.2539790136,-0.242301081,-0.0140472519,0.3707019186,-0.2556591709
29,0.2600931677,0.2600931677,0.2181677019,0.2616459627,0.0027381188,0.0049627839,-0.2679786635,0.2599827182,0.0010579615,0.0032826266,-0.2696588207,0.258302561
30,0.1545031056,0.3198757764,0.3322981366,0.1933229814,-0.748654546,0.3034460257,0.3390620027,-0.1766201309,-0.7503347033,0.3017658685,0.3373818454,-0.1783002882
31,0.2321428571,0.2748447205,0.3385093168,0.1545031056,-0.1612774924,0.0845510486,0.3657793411,-0.4999974424,-0.1629576496,0.0828708914,0.3640991838,-0.5016775997
32,0.2631987578,0.2639751553,0.2150621118,0.2577639752,0.0198622966,0.0263364347,-0.2886628176,0.2384173684,0.0181821393,0.0246562774,-0.2903429749,0.2367372111
33,0.1669254658,0.3082298137,0.3175465839,0.2072981366,-0.637086317,0.2499406957,0.2735520492,-0.0759261313,-0.6387664742,0.2482605384,0.271871892,-0.0776062885
34,0.2437888199,0.2608695652,0.3354037267,0.1599378882,-0.0906584177,0.0092629213,0.3524825185,-0.4501215358,-0.0923385749,0.0075827641,0.3508023612,-0.451801693
35,0.275621118,0.2608695652,0.2119565217,0.251552795,0.0863960478,0.0092629213,-0.3096478428,0.2032279399,0.0847158906,0.0075827641,-0.311328,0.2015477827
