pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
20,0.2849378882,0.2763975155,0.198757764,0.2399068323,0.1343570863,0.0926789295,-0.4024049837,0.134840965,0.132676929,0.0909987722,-0.404085141,0.1331608077
21,0.1816770186,0.2841614907,0.3136645963,0.2204968944,-0.514914447,0.1326453368,0.2558064991,0.0131250566,-0.5165946042,0.1309651796,0.2541263418,0.0114448993
22,0.2313664596,0.277173913,0.3322981366,0.1591614907,-0.1661106461,0.0967257626,0.3390620027,-0.4571419634,-0.1677908034,0.0950456053,0.3373818454,-0.4588221207
23,0.2763975155,0.2538819876,0.225931677,0.2437888199,0.0904542644,-0.029907676,-0.2175296408,0.1579986859,0.0887741071,-0.0315878332,-0.2192097981,0.1563185287
24,0.1591614907,0.3206521739,0.3338509317,0.1863354037,-0.7057990671,0.30694347,0.3457878659,-0.2297314673,-0.7074792243,0.3052633127,0.3441077086,-0.2314116246
25,0.2399068323,0.2476708075,0.3501552795,0.1622670807,-0.1138161387,-0.0656418877,0.4145786396,-0.4292629309,-0.1154962959,-0.067322045,0.4128984823,-0.4309430881
26,0.274068323,0.2476708075,0.2236024845,0.2546583851,0.0782452067,-0.0656418877,-0.2324799823,0.2209299417,0.0765650494,-0.067322045,-0.2341601395,0.2192497844
27,0.1630434783,0.3043478261,0.3121118012,0.2204968944,-0.6710336489,0.2316553427,0.2486467075,0.0131250566,-0.6727138062,0.2299751854,0.2469665502,0.0114448993
28,0.2298136646,0.2507763975,0.3377329193,0.1816770186,-0.1758258009,-0.0476641468,0.362466607,-0.2662573434,-0.1775059582,-0.049344304,0.3607864498,-0.2679375006
29,0.2546583851,0.2492236025,0.2321428571,0.2639751553,-0.0277271619,-0.0566250143,-0.1784033095,0.2727688732,-0.0294073192,-0.0583051716,-0.1800834668,0.2710887159
30,0.152173913,0.3159937888,0.3315217391,0.200310559,-0.7705693224,0.2858304828,0.3356872759,-0.1253948075,-0.7722494797,0.2841503255,0.3340071187,-0.1270749648
31,0.2360248447,0.2523291925,0.3571428571,0.1545031056,-0.1373516531,-0.0387585935,0.4430850672,-0.4999974424,-0.1390318104,-0.0404387508,0.44140491,-0.5016775997
32,0.2631987578,0.2577639752,0.2267080745,0.2523291925,0.0198622966,-0.0080150701,-0.2125804248,0.207673845,0.0181821393,-0.0096952274,-0.2142605821,0.2059936877
33,0.173136646,0.3152173913,0.3051242236,0.2065217391,-0.5843792666,0.2822814157,0.2159805186,-0.0813396275,-0.5860594239,0.2806012585,0.2143003613,-0.0830197847
34,0.2344720497,0.2717391304,0.3307453416,0.1630434783,-0.1468744272,0.0681566104,0.3323046365,-0.4223765453,-0.1485545845,0.0664764531,0.3306244793,-0.4240567026
35,0.2787267081,0.2554347826,0.2166149068,0.2492236025,0.1025608673,-0.0211107277,-0.2782836719,0.1898074242,0.10088071,-0.022790885,-0.2799638291,0.1881272669
