pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
20,0.2802795031,0.2732919255,0.2010869565,0.2453416149,0.1105758603,0.0763771172,-0.385596696,0.1671586852,0.1088957031,0.0746969599,-0.3872768533,0.165478528
21,0.176242236,0.2965838509,0.3136645963,0.2135093168,-0.5587306793,0.1943743266,0.2558064991,-0.0333342545,-0.5604108365,0.1926941693,0.2541263418,-0.0350144118
22,0.2383540373,0.2826086957,0.3214285714,0.1576086957,-0.1231843212,0.1247401387,0.2910819738,-0.4712861458,-0.1248644785,0.1230599815,0.2894018165,-0.472966303
23,0.2732919255,0.2562111801,0.2290372671,0.2414596273,0.0741524521,-0.0167322872,-0.1978338394,0.1441487072,0.0724722948,-0.0184124445,-0.1995139967,0.1424685499
24,0.1576086957,0.3214285714,0.3377329193,0.1832298137,-0.7199432494,0.310432456,0.362466607,-0.2539790136,-0.7216234066,0.3087522988,0.3607864498,-0.2556591709
25,0.2461180124,0.2468944099,0.3470496894,0.1599378882,-0.0769401364,-0.0701715462,0.4017260375,-0.4501215358,-0.0786202937,-0.0718517034,0.4000458802,-0.451801693
26,0.2763975155,0.2422360248,0.2298136646,0.251552795,0.0904542644,-0.0976522826,-0.1929516181,0.2032279399,0.0887741071,-0.0993324399,-0.1946317753,0.2015477827
27,0.1583850932,0.3035714286,0.3183229814,0.2197204969,-0.7128538246,0.2279702959,0.2770751158,0.0080361799,-0.7145339819,0.2262901386,0.2753949585,0.0063560226
28,0.227484472,0.2554347826,0.3392857143,0.1777950311,-0.1905223121,-0.0211107277,0.3690844858,-0.2974182749,-0.1922024694,-0.022790885,0.3674043285,-0.2990984321
29,0.2476708075,0.2569875776,0.2360248447,0.2593167702,-0.0678665528,-0.0123670946,-0.1544774703,0.2470822295,-0.0695467101,-0.0140472519,-0.1561576275,0.2454020723
30,0.1552795031,0.326863354,0.3330745342,0.1847826087,-0.7414229768,0.3346219216,0.3424288538,-0.2418042996,-0.7431031341,0.3329417643,0.3407486965,-0.2434844569
31,0.2290372671,0.2577639752,0.3501552795,0.1630434783,-0.1807080223,-0.0080150701,0.4145786396,-0.4223765453,-0.1823881796,-0.0096952274,0.4128984823,-0.4240567026
32,0.2663043478,0.2678571429,0.2158385093,0.25,0.0367855996,0.0473980502,-0.283463911,0.1942948152,0.0351054423,0.0457178929,-0.2851440682,0.1926146579
33,0.174689441,0.3121118012,0.3144409938,0.198757764,-0.5714979753,0.2679971897,0.2593731141,-0.136622063,-0.5731781326,0.2663170325,0.2576929568,-0.1383022202
34,0.2437888199,0.2694099379,0.3222049689,0.1645962733,-0.0906584177,0.0557373511,0.2945625425,-0.4087016084,-0.0923385749,0.0540571939,0.2928823853,-0.4103817657
35,0.274068323,0.2678571429,0.2080745342,0.25,0.0782452067,0.0473980502,-0.3363157932,0.1942948152,0.0765650494,0.0457178929,-0.3379959505,0.1926146579
