pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
20,0.2888198758,0.2647515528,0.2088509317,0.2375776398,0.1538796445,0.0305734276,-0.3309426211,0.1207657797,0.1521994873,0.0288932703,-0.3326227784,0.1190856225
21,0.1777950311,0.2903726708,0.326863354,0.2049689441,-0.5460753785,0.1638399584,0.3152714394,-0.0922279436,-0.5477555357,0.1621598012,0.3135912821,-0.0939081009
22,0.2368012422,0.2795031056,0.3284161491,0.1552795031,-0.1326137341,0.1087985949,0.3221088694,-0.4927658732,-0.1342938914,0.1071184376,0.3204287122,-0.4944460304
23,0.2639751553,0.2593167702,0.2368012422,0.2399068323,0.0241117696,0.000649791,-0.1497395512,0.134840965,0.0224316123,-0.0010303662,-0.1514197085,0.1331608077
24,0.1537267081,0.3222049689,0.3439440994,0.1801242236,-0.7559225465,0.3139130248,0.3887579049,-0.2786410678,-0.7576027038,0.3122328675,0.3870777476,-0.2803212251
25,0.2375776398,0.2554347826,0.3416149068,0.1653726708,-0.1278913239,-0.0211107277,0.3789547298,-0.4019124427,-0.1295714811,-0.022790885,0.3772745726,-0.4035926
26,0.2787267081,0.2344720497,0.225931677,0.2608695652,0.1025608673,-0.1446497621,-0.2175296408,0.2556953598,0.10088071,-0.1463299194,-0.2192097981,0.2540152026
27,0.1560559006,0.3066770186,0.3229813665,0.2142857143,-0.7342274754,0.2426543416,0.2980347344,-0.0280976062,-0.7359076327,0.2409741843,0.2963545772,-0.0297777634
28,0.222826087,0.2507763975,0.3486024845,0.1777950311,-0.2203722399,-0.0476641468,0.408166651,-0.2974182749,-0.2220523972,-0.049344304,0.4064864938,-0.2990984321
29,0.25,0.2593167702,0.2321428571,0.2585403727,-0.0543622884,0.000649791,-0.1784033095,0.2427563041,-0.0560424457,-0.0010303662,-0.1800834668,0.2410761469
30,0.1576086957,0.3190993789,0.3307453416,0.1925465839,-0.7199432494,0.2999400822,0.3323046365,-0.1824257526,-0.7216234066,0.298259925,0.3306244793,-0.1841059098
31,0.2197204969,0.2600931677,0.352484472,0.1677018634,-0.2406209237,0.0049627839,0.4241435036,-0.3817345608,-0.242301081,0.0032826266,0.4224633463,-0.3834147181
32,0.2624223602,0.2593167702,0.2204968944,0.2577639752,0.0156002697,0.000649791,-0.2526578642,0.2384173684,0.0139201124,-0.0010303662,-0.2543380215,0.2367372111
33,0.1684782609,0.3066770186,0.3144409938,0.2104037267,-0.6237279341,0.2426543416,0.2593731141,-0.0544730216,-0.6254080914,0.2409741843,0.2576929568,-0.0561531789
34,0.2329192547,0.2663043478,0.3354037267,0.1653726708,-0.1564604761,0.0390102647,0.3524825185,-0.4019124427,-0.1581406333,0.0373301075,0.3508023612,-0.4035926
35,0.2818322981,0.2670807453,0.2057453416,0.2453416149,0.1185465714,0.0432102533,-0.3525564342,0.1671586852,0.1168664142,0.041530096,-0.3542365915,0.165478528
